datetime,hour,minute,date,line_id,stop_id,bus_id,boarding,alighting,current_load,new_load,capacity,occupancy_rate,actual_stop,status,trip_id,stop_sequence,total_stops,fitness_score,source
2025-06-02 05:04:19.620388,5,4,2025-06-02,103-2,10514,opt_bus_103-2_0500,0,0,0,0,50,0.0,True,,238,2,33,0.7769030479520271,optimized_schedule
2025-06-02 05:04:37.935525,5,4,2025-06-02,104-2,10397,opt_bus_104-2_0500,0,0,0,0,50,0.0,True,,345,2,57,0.7860582415880137,optimized_schedule
2025-06-02 05:04:46.058857,5,4,2025-06-02,102-1,10518,opt_bus_102-1_0500,0,0,0,0,50,0.0,True,,68,2,32,0.8136661767746579,optimized_schedule
2025-06-02 05:06:44.180246,5,6,2025-06-02,103-1,10519,opt_bus_103-1_0500,0,0,0,0,50,0.0,True,,193,3,34,0.7952699759188713,optimized_schedule
2025-06-02 05:06:56.850693,5,6,2025-06-02,105-2,10400,opt_bus_105-2_0500,0,0,0,0,50,0.0,True,,444,3,59,0.6943000592260712,optimized_schedule
2025-06-02 05:07:32.938731,5,7,2025-06-02,103-2,10515,opt_bus_103-2_0500,0,0,0,0,50,0.0,True,,238,3,33,0.7769030479520271,optimized_schedule
2025-06-02 05:07:42.099061,5,7,2025-06-02,105-1,10399,opt_bus_105-1_0500,0,0,0,0,50,0.0,True,,388,3,55,0.7604113594079147,optimized_schedule
2025-06-02 05:08:13.098012,5,8,2025-06-02,104-1,10399,opt_bus_104-1_0500,0,0,0,0,50,0.0,True,,304,3,54,0.782156124401152,optimized_schedule
2025-06-02 05:08:16.671250,5,8,2025-06-02,104-2,10400,opt_bus_104-2_0500,0,0,0,0,50,0.0,True,,345,3,57,0.7860582415880137,optimized_schedule
2025-06-02 05:08:21.895954,5,8,2025-06-02,102-2,10515,opt_bus_102-2_0500,0,0,0,0,50,0.0,True,,132,3,34,0.8169200913514905,optimized_schedule
2025-06-02 05:08:58.175559,5,8,2025-06-02,102-1,10519,opt_bus_102-1_0500,0,0,0,0,50,0.0,True,,68,3,32,0.8136661767746579,optimized_schedule
2025-06-02 05:10:14.299194,5,10,2025-06-02,103-1,10524,opt_bus_103-1_0500,0,0,0,0,50,0.0,True,,193,4,34,0.7952699759188713,optimized_schedule
2025-06-02 05:10:38.724946,5,10,2025-06-02,105-2,10403,opt_bus_105-2_0500,0,0,0,0,50,0.0,True,,444,4,59,0.6943000592260712,optimized_schedule
2025-06-02 05:10:55.433226,5,10,2025-06-02,103-2,10524,opt_bus_103-2_0500,0,0,0,0,50,0.0,True,,238,4,33,0.7769030479520271,optimized_schedule
2025-06-02 05:11:08.605243,5,11,2025-06-02,104-1,10739,opt_bus_104-1_0500,0,0,0,0,50,0.0,True,,304,4,54,0.782156124401152,optimized_schedule
2025-06-02 05:11:43.443647,5,11,2025-06-02,102-2,10524,opt_bus_102-2_0500,0,0,0,0,50,0.0,True,,132,4,34,0.8169200913514905,optimized_schedule
2025-06-02 05:11:53.337330,5,11,2025-06-02,104-2,10403,opt_bus_104-2_0500,0,0,0,0,50,0.0,True,,345,4,57,0.7860582415880137,optimized_schedule
2025-06-02 05:12:39.214057,5,12,2025-06-02,105-1,10739,opt_bus_105-1_0500,0,0,0,0,50,0.0,True,,388,4,55,0.7604113594079147,optimized_schedule
2025-06-02 05:13:07.429277,5,13,2025-06-02,102-1,10524,opt_bus_102-1_0500,0,0,0,0,50,0.0,True,,68,4,32,0.8136661767746579,optimized_schedule
2025-06-02 05:14:00.000000,5,14,2025-06-02,102-1,10516,opt_bus_102-1_0514,0,0,0,0,50,0.0,True,,69,1,32,0.8136661767746579,optimized_schedule
2025-06-02 05:14:00.000000,5,14,2025-06-02,103-2,10513,opt_bus_103-2_0514,0,0,0,0,50,0.0,True,,239,1,33,0.7769030479520271,optimized_schedule
2025-06-02 05:14:16.581672,5,14,2025-06-02,104-1,10741,opt_bus_104-1_0500,0,0,0,0,50,0.0,True,,304,5,54,0.782156124401152,optimized_schedule
2025-06-02 05:14:24.144410,5,14,2025-06-02,103-1,10608,opt_bus_103-1_0500,0,0,0,0,50,0.0,True,,193,5,34,0.7952699759188713,optimized_schedule
2025-06-02 05:14:25.428300,5,14,2025-06-02,103-2,10607,opt_bus_103-2_0500,0,0,0,0,50,0.0,True,,238,5,33,0.7769030479520271,optimized_schedule
2025-06-02 05:14:47.433255,5,14,2025-06-02,105-2,10410,opt_bus_105-2_0500,0,0,0,0,50,0.0,True,,444,5,59,0.6943000592260712,optimized_schedule
2025-06-02 05:14:48.826314,5,14,2025-06-02,104-2,10410,opt_bus_104-2_0500,0,0,0,0,50,0.0,True,,345,5,57,0.7860582415880137,optimized_schedule
2025-06-02 05:14:51.682598,5,14,2025-06-02,102-2,10607,opt_bus_102-2_0500,0,0,0,0,50,0.0,True,,132,5,34,0.8169200913514905,optimized_schedule
2025-06-02 05:16:14.756640,5,16,2025-06-02,105-1,10741,opt_bus_105-1_0500,0,0,0,0,50,0.0,True,,388,5,55,0.7604113594079147,optimized_schedule
2025-06-02 05:17:35.011052,5,17,2025-06-02,103-2,10726,opt_bus_103-2_0500,0,0,0,0,50,0.0,True,,238,6,33,0.7769030479520271,optimized_schedule
2025-06-02 05:18:00.000000,5,18,2025-06-02,102-2,10513,opt_bus_102-2_0518,0,0,0,0,50,0.0,True,,133,1,34,0.8169200913514905,optimized_schedule
2025-06-02 05:18:00.000000,5,18,2025-06-02,105-1,10116,opt_bus_105-1_0518,0,0,0,0,50,0.0,True,,389,1,55,0.7604113594079147,optimized_schedule
2025-06-02 05:18:05.826431,5,18,2025-06-02,102-1,10608,opt_bus_102-1_0500,0,0,0,0,50,0.0,True,,68,5,32,0.8136661767746579,optimized_schedule
2025-06-02 05:18:19.620388,5,18,2025-06-02,103-2,10514,opt_bus_103-2_0514,0,0,0,0,50,0.0,True,,239,2,33,0.7769030479520271,optimized_schedule
2025-06-02 05:18:38.681115,5,18,2025-06-02,104-1,10856,opt_bus_104-1_0500,0,0,0,0,50,0.0,True,,304,6,54,0.782156124401152,optimized_schedule
2025-06-02 05:18:46.058857,5,18,2025-06-02,102-1,10518,opt_bus_102-1_0514,0,0,0,0,50,0.0,True,,69,2,32,0.8136661767746579,optimized_schedule
2025-06-02 05:19:06.068112,5,19,2025-06-02,105-2,10740,opt_bus_105-2_0500,0,0,0,0,50,0.0,True,,444,6,59,0.6943000592260712,optimized_schedule
2025-06-02 05:19:07.074472,5,19,2025-06-02,102-2,10726,opt_bus_102-2_0500,0,0,0,0,50,0.0,True,,132,6,34,0.8169200913514905,optimized_schedule
2025-06-02 05:19:20.685317,5,19,2025-06-02,103-1,10609,opt_bus_103-1_0500,0,0,0,0,50,0.0,True,,193,6,34,0.7952699759188713,optimized_schedule
2025-06-02 05:19:47.280166,5,19,2025-06-02,104-2,10740,opt_bus_104-2_0500,0,0,0,0,50,0.0,True,,345,6,57,0.7860582415880137,optimized_schedule
2025-06-02 05:20:00.000000,5,20,2025-06-02,105-2,10139,opt_bus_105-2_0520,0,0,0,0,50,0.0,True,,445,1,59,0.6943000592260712,optimized_schedule
2025-06-02 05:20:33.779994,5,20,2025-06-02,105-1,10856,opt_bus_105-1_0500,0,0,0,0,50,0.0,True,,388,6,55,0.7604113594079147,optimized_schedule
2025-06-02 05:21:00.000000,5,21,2025-06-02,103-1,10516,opt_bus_103-1_0521,0,0,0,0,50,0.0,True,,194,1,34,0.7952699759188713,optimized_schedule
2025-06-02 05:21:00.000000,5,21,2025-06-02,104-2,10139,opt_bus_104-2_0521,0,0,0,0,50,0.0,True,,346,1,57,0.7860582415880137,optimized_schedule
2025-06-02 05:21:05.254308,5,21,2025-06-02,103-2,10730,opt_bus_103-2_0500,0,0,0,0,50,0.0,True,,238,7,33,0.7769030479520271,optimized_schedule
2025-06-02 05:21:32.938731,5,21,2025-06-02,103-2,10515,opt_bus_103-2_0514,0,0,0,0,50,0.0,True,,239,3,33,0.7769030479520271,optimized_schedule
2025-06-02 05:21:40.703703,5,21,2025-06-02,104-1,10858,opt_bus_104-1_0500,0,0,0,0,50,0.0,True,,304,7,54,0.782156124401152,optimized_schedule
2025-06-02 05:21:41.005878,5,21,2025-06-02,105-1,10396,opt_bus_105-1_0518,0,0,0,0,50,0.0,True,,389,2,55,0.7604113594079147,optimized_schedule
2025-06-02 05:21:54.389923,5,21,2025-06-02,102-2,10514,opt_bus_102-2_0518,0,0,0,0,50,0.0,True,,133,2,34,0.8169200913514905,optimized_schedule
2025-06-02 05:22:00.000000,5,22,2025-06-02,104-1,10116,opt_bus_104-1_0522,0,0,0,0,50,0.0,True,,305,1,54,0.782156124401152,optimized_schedule
2025-06-02 05:22:18.972572,5,22,2025-06-02,102-1,10609,opt_bus_102-1_0500,0,0,0,0,50,0.0,True,,68,6,32,0.8136661767746579,optimized_schedule
2025-06-02 05:22:58.175559,5,22,2025-06-02,102-1,10519,opt_bus_102-1_0514,0,0,0,0,50,0.0,True,,69,3,32,0.8136661767746579,optimized_schedule
2025-06-02 05:23:21.359541,5,23,2025-06-02,105-2,10854,opt_bus_105-2_0500,0,0,0,0,50,0.0,True,,444,7,59,0.6943000592260712,optimized_schedule
2025-06-02 05:23:33.936407,5,23,2025-06-02,105-2,10397,opt_bus_105-2_0520,0,0,0,0,50,0.0,True,,445,2,59,0.6943000592260712,optimized_schedule
2025-06-02 05:23:49.515694,5,23,2025-06-02,105-1,10858,opt_bus_105-1_0500,0,0,0,0,50,0.0,True,,388,7,55,0.7604113594079147,optimized_schedule
2025-06-02 05:23:58.392713,5,23,2025-06-02,104-2,10854,opt_bus_104-2_0500,0,0,0,0,50,0.0,True,,345,7,57,0.7860582415880137,optimized_schedule
2025-06-02 05:24:05.045625,5,24,2025-06-02,102-2,10730,opt_bus_102-2_0500,0,0,0,0,50,0.0,True,,132,7,34,0.8169200913514905,optimized_schedule
2025-06-02 05:24:14.897828,5,24,2025-06-02,103-1,10610,opt_bus_103-1_0500,0,0,0,0,50,0.0,True,,193,7,34,0.7952699759188713,optimized_schedule
2025-06-02 05:24:15.247623,5,24,2025-06-02,103-1,10518,opt_bus_103-1_0521,0,0,0,0,50,0.0,True,,194,2,34,0.7952699759188713,optimized_schedule
2025-06-02 05:24:55.433226,5,24,2025-06-02,103-2,10524,opt_bus_103-2_0514,0,0,0,0,50,0.0,True,,239,4,33,0.7769030479520271,optimized_schedule
2025-06-02 05:25:31.057676,5,25,2025-06-02,103-2,10736,opt_bus_103-2_0500,0,0,0,0,50,0.0,True,,238,8,33,0.7769030479520271,optimized_schedule
2025-06-02 05:25:37.935525,5,25,2025-06-02,104-2,10397,opt_bus_104-2_0521,0,0,0,0,50,0.0,True,,346,2,57,0.7860582415880137,optimized_schedule
2025-06-02 05:25:42.099061,5,25,2025-06-02,105-1,10399,opt_bus_105-1_0518,0,0,0,0,50,0.0,True,,389,3,55,0.7604113594079147,optimized_schedule
2025-06-02 05:26:00.000000,5,26,2025-06-02,103-1,10516,opt_bus_103-1_0526,0,0,0,0,50,0.0,True,,195,1,34,0.7952699759188713,optimized_schedule
2025-06-02 05:26:17.897318,5,26,2025-06-02,104-1,10396,opt_bus_104-1_0522,0,0,0,0,50,0.0,True,,305,2,54,0.782156124401152,optimized_schedule
2025-06-02 05:26:21.895954,5,26,2025-06-02,102-2,10515,opt_bus_102-2_0518,0,0,0,0,50,0.0,True,,133,3,34,0.8169200913514905,optimized_schedule
2025-06-02 05:26:23.815049,5,26,2025-06-02,104-1,10860,opt_bus_104-1_0500,0,0,0,0,50,0.0,True,,304,8,54,0.782156124401152,optimized_schedule
2025-06-02 05:26:56.850693,5,26,2025-06-02,105-2,10400,opt_bus_105-2_0520,0,0,0,0,50,0.0,True,,445,3,59,0.6943000592260712,optimized_schedule
2025-06-02 05:26:58.854920,5,26,2025-06-02,105-1,10860,opt_bus_105-1_0500,0,0,0,0,50,0.0,True,,388,8,55,0.7604113594079147,optimized_schedule
2025-06-02 05:27:07.429277,5,27,2025-06-02,102-1,10524,opt_bus_102-1_0514,0,0,0,0,50,0.0,True,,69,4,32,0.8136661767746579,optimized_schedule
2025-06-02 05:27:10.021425,5,27,2025-06-02,102-1,10610,opt_bus_102-1_0500,0,0,0,0,50,0.0,True,,68,7,32,0.8136661767746579,optimized_schedule
2025-06-02 05:27:37.523712,5,27,2025-06-02,103-1,10658,opt_bus_103-1_0500,0,0,0,0,50,0.0,True,,193,8,34,0.7952699759188713,optimized_schedule
2025-06-02 05:27:44.180246,5,27,2025-06-02,103-1,10519,opt_bus_103-1_0521,0,0,0,0,50,0.0,True,,194,3,34,0.7952699759188713,optimized_schedule
2025-06-02 05:27:45.656714,5,27,2025-06-02,104-2,10855,opt_bus_104-2_0500,0,0,0,0,50,0.0,True,,345,8,57,0.7860582415880137,optimized_schedule
2025-06-02 05:28:00.000000,5,28,2025-06-02,101,10017,opt_bus_101_0528,0,0,0,0,50,0.0,True,,1,1,78,0.8121139032132771,optimized_schedule
2025-06-02 05:28:04.131005,5,28,2025-06-02,105-2,10855,opt_bus_105-2_0500,0,0,0,0,50,0.0,True,,444,8,59,0.6943000592260712,optimized_schedule
2025-06-02 05:28:14.755283,5,28,2025-06-02,102-2,10736,opt_bus_102-2_0500,0,0,0,0,50,0.0,True,,132,8,34,0.8169200913514905,optimized_schedule
2025-06-02 05:28:25.428300,5,28,2025-06-02,103-2,10607,opt_bus_103-2_0514,0,0,0,0,50,0.0,True,,239,5,33,0.7769030479520271,optimized_schedule
2025-06-02 05:28:55.474261,5,28,2025-06-02,103-2,10738,opt_bus_103-2_0500,0,0,0,0,50,0.0,True,,238,9,33,0.7769030479520271,optimized_schedule
2025-06-02 05:29:00.000000,5,29,2025-06-02,102-1,10516,opt_bus_102-1_0529,0,0,0,0,50,0.0,True,,70,1,32,0.8136661767746579,optimized_schedule
2025-06-02 05:29:15.247623,5,29,2025-06-02,103-1,10518,opt_bus_103-1_0526,0,0,0,0,50,0.0,True,,195,2,34,0.7952699759188713,optimized_schedule
2025-06-02 05:29:16.671250,5,29,2025-06-02,104-2,10400,opt_bus_104-2_0521,0,0,0,0,50,0.0,True,,346,3,57,0.7860582415880137,optimized_schedule
2025-06-02 05:29:43.443647,5,29,2025-06-02,102-2,10524,opt_bus_102-2_0518,0,0,0,0,50,0.0,True,,133,4,34,0.8169200913514905,optimized_schedule
2025-06-02 05:29:57.042160,5,29,2025-06-02,104-1,10862,opt_bus_104-1_0500,0,0,0,0,50,0.0,True,,304,9,54,0.782156124401152,optimized_schedule
2025-06-02 05:30:13.098012,5,30,2025-06-02,104-1,10399,opt_bus_104-1_0522,0,0,0,0,50,0.0,True,,305,3,54,0.782156124401152,optimized_schedule
2025-06-02 05:30:38.724946,5,30,2025-06-02,105-2,10403,opt_bus_105-2_0520,0,0,0,0,50,0.0,True,,445,4,59,0.6943000592260712,optimized_schedule
2025-06-02 05:30:39.214057,5,30,2025-06-02,105-1,10739,opt_bus_105-1_0518,0,0,0,0,50,0.0,True,,389,4,55,0.7604113594079147,optimized_schedule
2025-06-02 05:30:40.089804,5,30,2025-06-02,102-1,10658,opt_bus_102-1_0500,0,0,0,0,50,0.0,True,,68,8,32,0.8136661767746579,optimized_schedule
2025-06-02 05:30:51.831011,5,30,2025-06-02,104-2,10857,opt_bus_104-2_0500,0,0,0,0,50,0.0,True,,345,9,57,0.7860582415880137,optimized_schedule
2025-06-02 05:31:09.934213,5,31,2025-06-02,103-1,10737,opt_bus_103-1_0500,0,0,0,0,50,0.0,True,,193,9,34,0.7952699759188713,optimized_schedule
2025-06-02 05:31:14.299194,5,31,2025-06-02,103-1,10524,opt_bus_103-1_0521,0,0,0,0,50,0.0,True,,194,4,34,0.7952699759188713,optimized_schedule
2025-06-02 05:31:21.899811,5,31,2025-06-02,101,10113,opt_bus_101_0528,0,0,0,0,50,0.0,True,,1,2,78,0.8121139032132771,optimized_schedule
2025-06-02 05:31:25.694441,5,31,2025-06-02,105-2,10857,opt_bus_105-2_0500,0,0,0,0,50,0.0,True,,444,9,59,0.6943000592260712,optimized_schedule
2025-06-02 05:31:31.593574,5,31,2025-06-02,105-1,10862,opt_bus_105-1_0500,0,0,0,0,50,0.0,True,,388,9,55,0.7604113594079147,optimized_schedule
2025-06-02 05:31:35.011052,5,31,2025-06-02,103-2,10726,opt_bus_103-2_0514,0,0,0,0,50,0.0,True,,239,6,33,0.7769030479520271,optimized_schedule
2025-06-02 05:32:00.000000,5,32,2025-06-02,103-2,10513,opt_bus_103-2_0532,0,0,0,0,50,0.0,True,,240,1,33,0.7769030479520271,optimized_schedule
2025-06-02 05:32:00.000000,5,32,2025-06-02,104-2,10139,opt_bus_104-2_0532,0,0,0,0,50,0.0,True,,347,1,57,0.7860582415880137,optimized_schedule
2025-06-02 05:32:05.826431,5,32,2025-06-02,102-1,10608,opt_bus_102-1_0514,0,0,0,0,50,0.0,True,,69,5,32,0.8136661767746579,optimized_schedule
2025-06-02 05:32:35.828511,5,32,2025-06-02,102-2,10738,opt_bus_102-2_0500,0,0,0,0,50,0.0,True,,132,9,34,0.8169200913514905,optimized_schedule
2025-06-02 05:32:44.180246,5,32,2025-06-02,103-1,10519,opt_bus_103-1_0526,0,0,0,0,50,0.0,True,,195,3,34,0.7952699759188713,optimized_schedule
2025-06-02 05:32:51.682598,5,32,2025-06-02,102-2,10607,opt_bus_102-2_0518,0,0,0,0,50,0.0,True,,133,5,34,0.8169200913514905,optimized_schedule
2025-06-02 05:32:53.337330,5,32,2025-06-02,104-2,10403,opt_bus_104-2_0521,0,0,0,0,50,0.0,True,,346,4,57,0.7860582415880137,optimized_schedule
2025-06-02 05:33:02.214135,5,33,2025-06-02,104-1,10864,opt_bus_104-1_0500,0,0,0,0,50,0.0,True,,304,10,54,0.782156124401152,optimized_schedule
2025-06-02 05:33:08.605243,5,33,2025-06-02,104-1,10739,opt_bus_104-1_0522,0,0,0,0,50,0.0,True,,305,4,54,0.782156124401152,optimized_schedule
2025-06-02 05:33:34.729577,5,33,2025-06-02,103-2,10856,opt_bus_103-2_0500,0,0,0,0,50,0.0,True,,238,10,33,0.7769030479520271,optimized_schedule
2025-06-02 05:33:46.058857,5,33,2025-06-02,102-1,10518,opt_bus_102-1_0529,0,0,0,0,50,0.0,True,,70,2,32,0.8136661767746579,optimized_schedule
2025-06-02 05:34:04.346120,5,34,2025-06-02,102-1,10737,opt_bus_102-1_0500,0,0,0,0,50,0.0,True,,68,9,32,0.8136661767746579,optimized_schedule
2025-06-02 05:34:08.478011,5,34,2025-06-02,103-1,10854,opt_bus_103-1_0500,0,0,0,0,50,0.0,True,,193,10,34,0.7952699759188713,optimized_schedule
2025-06-02 05:34:14.756640,5,34,2025-06-02,105-1,10741,opt_bus_105-1_0518,0,0,0,0,50,0.0,True,,389,5,55,0.7604113594079147,optimized_schedule
2025-06-02 05:34:47.433255,5,34,2025-06-02,105-2,10410,opt_bus_105-2_0520,0,0,0,0,50,0.0,True,,445,5,59,0.6943000592260712,optimized_schedule
2025-06-02 05:35:00.000000,5,35,2025-06-02,102-2,10513,opt_bus_102-2_0535,0,0,0,0,50,0.0,True,,134,1,34,0.8169200913514905,optimized_schedule
2025-06-02 05:35:00.000000,5,35,2025-06-02,105-1,10116,opt_bus_105-1_0535,0,0,0,0,50,0.0,True,,390,1,55,0.7604113594079147,optimized_schedule
2025-06-02 05:35:05.254308,5,35,2025-06-02,103-2,10730,opt_bus_103-2_0514,0,0,0,0,50,0.0,True,,239,7,33,0.7769030479520271,optimized_schedule
2025-06-02 05:35:13.923667,5,35,2025-06-02,104-2,10859,opt_bus_104-2_0500,0,0,0,0,50,0.0,True,,345,10,57,0.7860582415880137,optimized_schedule
2025-06-02 05:35:24.144410,5,35,2025-06-02,103-1,10608,opt_bus_103-1_0521,0,0,0,0,50,0.0,True,,194,5,34,0.7952699759188713,optimized_schedule
2025-06-02 05:35:39.924458,5,35,2025-06-02,105-2,10859,opt_bus_105-2_0500,0,0,0,0,50,0.0,True,,444,10,59,0.6943000592260712,optimized_schedule
2025-06-02 05:35:48.826314,5,35,2025-06-02,104-2,10410,opt_bus_104-2_0521,0,0,0,0,50,0.0,True,,346,5,57,0.7860582415880137,optimized_schedule
2025-06-02 05:36:02.519924,5,36,2025-06-02,101,10268,opt_bus_101_0528,0,0,0,0,50,0.0,True,,1,3,78,0.8121139032132771,optimized_schedule
2025-06-02 05:36:11.951208,5,36,2025-06-02,105-1,10864,opt_bus_105-1_0500,0,0,0,0,50,0.0,True,,388,10,55,0.7604113594079147,optimized_schedule
2025-06-02 05:36:14.299194,5,36,2025-06-02,103-1,10524,opt_bus_103-1_0526,0,0,0,0,50,0.0,True,,195,4,34,0.7952699759188713,optimized_schedule
2025-06-02 05:36:16.581672,5,36,2025-06-02,104-1,10741,opt_bus_104-1_0522,0,0,0,0,50,0.0,True,,305,5,54,0.782156124401152,optimized_schedule
2025-06-02 05:36:18.972572,5,36,2025-06-02,102-1,10609,opt_bus_102-1_0514,0,0,0,0,50,0.0,True,,69,6,32,0.8136661767746579,optimized_schedule
2025-06-02 05:36:19.620388,5,36,2025-06-02,103-2,10514,opt_bus_103-2_0532,0,0,0,0,50,0.0,True,,240,2,33,0.7769030479520271,optimized_schedule
2025-06-02 05:36:37.935525,5,36,2025-06-02,104-2,10397,opt_bus_104-2_0532,0,0,0,0,50,0.0,True,,347,2,57,0.7860582415880137,optimized_schedule
2025-06-02 05:36:40.535609,5,36,2025-06-02,102-2,10856,opt_bus_102-2_0500,0,0,0,0,50,0.0,True,,132,10,34,0.8169200913514905,optimized_schedule
2025-06-02 05:37:07.074472,5,37,2025-06-02,102-2,10726,opt_bus_102-2_0518,0,0,0,0,50,0.0,True,,133,6,34,0.8169200913514905,optimized_schedule
2025-06-02 05:37:27.888718,5,37,2025-06-02,103-2,10858,opt_bus_103-2_0500,0,0,0,0,50,0.0,True,,238,11,33,0.7769030479520271,optimized_schedule
2025-06-02 05:37:31.943565,5,37,2025-06-02,104-1,10865,opt_bus_104-1_0500,0,0,0,0,50,0.0,True,,304,11,54,0.782156124401152,optimized_schedule
2025-06-02 05:37:52.728775,5,37,2025-06-02,103-1,10855,opt_bus_103-1_0500,0,0,0,0,50,0.0,True,,193,11,34,0.7952699759188713,optimized_schedule
2025-06-02 05:37:58.175559,5,37,2025-06-02,102-1,10519,opt_bus_102-1_0529,0,0,0,0,50,0.0,True,,70,3,32,0.8136661767746579,optimized_schedule
2025-06-02 05:38:03.427475,5,38,2025-06-02,102-1,10854,opt_bus_102-1_0500,0,0,0,0,50,0.0,True,,68,10,32,0.8136661767746579,optimized_schedule
2025-06-02 05:38:33.779994,5,38,2025-06-02,105-1,10856,opt_bus_105-1_0518,0,0,0,0,50,0.0,True,,389,6,55,0.7604113594079147,optimized_schedule
2025-06-02 05:38:41.005878,5,38,2025-06-02,105-1,10396,opt_bus_105-1_0535,0,0,0,0,50,0.0,True,,390,2,55,0.7604113594079147,optimized_schedule
2025-06-02 05:38:43.547706,5,38,2025-06-02,104-2,10861,opt_bus_104-2_0500,0,0,0,0,50,0.0,True,,345,11,57,0.7860582415880137,optimized_schedule
2025-06-02 05:38:46.664869,5,38,2025-06-02,105-2,10861,opt_bus_105-2_0500,0,0,0,0,50,0.0,True,,444,11,59,0.6943000592260712,optimized_schedule
2025-06-02 05:38:54.389923,5,38,2025-06-02,102-2,10514,opt_bus_102-2_0535,0,0,0,0,50,0.0,True,,134,2,34,0.8169200913514905,optimized_schedule
2025-06-02 05:39:06.068112,5,39,2025-06-02,105-2,10740,opt_bus_105-2_0520,0,0,0,0,50,0.0,True,,445,6,59,0.6943000592260712,optimized_schedule
2025-06-02 05:39:31.057676,5,39,2025-06-02,103-2,10736,opt_bus_103-2_0514,0,0,0,0,50,0.0,True,,239,8,33,0.7769030479520271,optimized_schedule
2025-06-02 05:39:32.938731,5,39,2025-06-02,103-2,10515,opt_bus_103-2_0532,0,0,0,0,50,0.0,True,,240,3,33,0.7769030479520271,optimized_schedule
2025-06-02 05:40:00.000000,5,40,2025-06-02,101-1,10017,opt_bus_101-1_0540,0,0,0,0,50,0.0,True,,37,1,89,0.8126430487707956,optimized_schedule
2025-06-02 05:40:00.000000,5,40,2025-06-02,105-2,10139,opt_bus_105-2_0540,0,0,0,0,50,0.0,True,,446,1,59,0.6943000592260712,optimized_schedule
2025-06-02 05:40:16.671250,5,40,2025-06-02,104-2,10400,opt_bus_104-2_0532,0,0,0,0,50,0.0,True,,347,3,57,0.7860582415880137,optimized_schedule
2025-06-02 05:40:20.685317,5,40,2025-06-02,103-1,10609,opt_bus_103-1_0521,0,0,0,0,50,0.0,True,,194,6,34,0.7952699759188713,optimized_schedule
2025-06-02 05:40:24.144410,5,40,2025-06-02,103-1,10608,opt_bus_103-1_0526,0,0,0,0,50,0.0,True,,195,5,34,0.7952699759188713,optimized_schedule
2025-06-02 05:40:30.158482,5,40,2025-06-02,105-1,10865,opt_bus_105-1_0500,0,0,0,0,50,0.0,True,,388,11,55,0.7604113594079147,optimized_schedule
2025-06-02 05:40:38.681115,5,40,2025-06-02,104-1,10856,opt_bus_104-1_0522,0,0,0,0,50,0.0,True,,305,6,54,0.782156124401152,optimized_schedule
2025-06-02 05:40:47.280166,5,40,2025-06-02,104-2,10740,opt_bus_104-2_0521,0,0,0,0,50,0.0,True,,346,6,57,0.7860582415880137,optimized_schedule
